1159168283	2012-04-11 15:26:53	1	0	1	0
1159168283	2012-04-11 15:36:37	1	0	1	0
1232343233	2012-04-11 15:43:10	1	0	1	0
1232343233	2012-04-11 15:43:11	1	0	1	0
1162836769	2012-04-11 15:43:24	1	0	1	0
1145090518	2012-04-11 15:44:51	1	0	1	0
1160200898	2012-04-11 15:45:44	1	0	1	0
1236576787	2012-04-11 15:46:25	1	0	1	0
1142220779	2012-04-11 15:47:05	1	0	1	0
1148776204	2012-04-11 15:47:16	1	0	1	0
1147671398	2012-04-11 15:47:21	1	0	1	0
1153702723	2012-04-11 15:48:17	1	0	1	0
1149136952	2012-04-11 15:48:20	1	0	1	0
1144623756	2012-04-11 15:48:51	1	0	1	0
1149356659	2012-04-11 15:49:02	1	0	1	0
1159697406	2012-04-11 15:49:07	1	0	1	0
1151053400	2012-04-11 15:49:41	1	0	1	0
1161785876	2012-04-11 15:49:46	1	0	1	0
1160200898	2012-04-11 15:49:52	1	0	1	0
1161855216	2012-04-11 15:49:56	1	0	1	0
1149993816	2012-04-11 15:49:58	1	0	1	0
1157717784	2012-04-11 15:50:13	1	0	1	0
1157513423	2012-04-11 15:51:08	1	0	1	0
1158302610	2012-04-11 15:51:13	1	0	1	0
1142377199	2012-04-11 15:51:17	1	0	1	0
1141168490	2012-04-11 15:51:38	1	0	1	0
1141168490	2012-04-11 15:51:40	1	0	1	0
 160479934	2012-04-11 15:51:46	1	0	1	0
 160479934	2012-04-11 15:51:48	1	0	1	0
1151596069	2012-04-11 15:51:56	1	0	1	0
 160471908	2012-04-11 15:52:14	1	0	1	0
1604799311	2012-04-11 15:52:20	1	0	1	0
1155120692	2012-04-11 15:52:49	1	0	1	0
1155443060	2012-04-11 15:53:00	1	0	1	0
1157286418	2012-04-11 15:53:03	1	0	1	0
1142377199	2012-04-11 15:53:09	1	0	1	0
1161222276	2012-04-11 15:53:34	1	0	1	0
1232123232	2012-04-11 15:53:37	1	0	1	0
1160109698	2012-04-11 15:53:41	1	0	1	0
1161533573	2012-04-11 15:53:43	1	0	1	0
1161536048	2012-04-11 15:53:52	1	0	1	0
1160476950	2012-04-11 15:53:56	1	0	1	0
1160476950	2012-04-11 15:53:58	1	0	1	0
1160476950	2012-04-11 15:54:00	1	0	1	0
1178993034	2012-04-11 15:54:02	1	0	1	0
2330066966	2012-04-11 15:54:13	1	0	1	0
1256785555	2012-04-11 15:54:30	1	0	1	0
1160144802	2012-04-11 15:55:21	1	0	1	0
1146740780	2012-04-11 15:55:32	1	0	1	0
1147917890	2012-04-11 15:55:56	1	0	1	0
1156438927	2012-04-11 15:56:14	1	0	1	0
1289897878	2012-04-11 15:58:56	1	0	1	0
1055510555	2012-04-11 15:59:13	1	0	1	0
1158196087	2012-04-11 16:00:00	1	0	1	0
1288098465	2012-04-11 16:00:09	1	0	1	0
1156975094	2012-04-11 16:00:25	1	0	1	0
1137564736	2012-04-11 16:00:28	1	0	1	0
1155513235	2012-04-11 16:00:30	1	0	1	0
 160479932	2012-04-11 16:01:35	1	0	1	0
1153179252	2012-04-11 16:01:40	1	0	1	0
1147644445	2012-04-11 16:03:54	1	0	1	0
1161224728	2012-04-11 16:04:37	1	0	1	0
1237658954	2012-04-11 16:13:13	1	0	1	0
1121212323	2012-04-11 16:13:18	1	0	1	0
1232433434	2012-04-11 16:13:49	1	0	1	0
1161739550	2012-04-11 16:15:19	1	0	1	0
1162582900	2012-04-11 16:29:31	1	0	1	0
1154098717	2012-04-11 16:30:27	1	0	1	0
1153377468	2012-04-11 22:13:06	1	0	1	0
1153377468	2012-04-11 22:13:14	1	0	1	0
1157895291	2012-04-11 22:13:41	1	0	1	0
1160601637	2012-04-11 22:13:46	1	0	1	0
1148179235	2012-04-11 22:14:16	1	0	1	0
8880571639	2012-04-11 22:15:57	1	0	1	0
1165612449	2012-04-11 22:17:04	1	0	1	0
1165612449	2012-04-11 22:17:06	1	0	1	0
1165612449	2012-04-11 22:17:07	1	0	1	0
1149545707	2012-04-11 22:17:38	1	0	1	0
1149378190	2012-04-11 22:20:45	1	0	1	0
1149356659	2012-04-11 22:24:00	1	0	1	0
1152919591	2012-04-11 22:25:13	1	0	1	0
1158099729	2012-04-11 22:25:18	1	0	1	0
1159871548	2012-04-11 22:26:22	1	0	1	0
1154098717	2012-04-11 22:26:32	1	0	1	0
1232343233	2012-04-11 22:26:41	1	0	1	0
1232343233	2012-04-11 22:26:42	1	0	1	0
1149131326	2012-04-11 22:26:54	1	0	1	0
1162744104	2012-04-11 22:27:02	1	0	1	0
1140660398	2012-04-11 22:27:48	1	0	1	0
1149993816	2012-04-11 22:27:54	1	0	1	0
1144853783	2012-04-11 22:28:42	1	0	1	0
1140350685	2012-04-11 22:29:07	1	0	1	0
1141153872	2012-04-11 22:29:23	1	0	1	0
1234545454	2012-04-11 22:30:37	1	0	1	0
1147564072	2012-04-11 22:30:42	1	0	1	0
1139847352	2012-04-11 22:30:46	1	0	1	0
1151318795	2012-04-11 22:30:57	1	0	1	0
1143705745	2012-04-11 22:31:15	1	0	1	0
1148776204	2012-04-11 22:31:25	1	0	1	0
1161222276	2012-04-11 22:31:50	1	0	1	0
1150792933	2012-04-11 22:32:20	1	0	1	0
1143939880	2012-04-11 22:32:48	1	0	1	0
1153145022	2012-04-11 22:33:46	1	0	1	0
1159697406	2012-04-11 22:33:51	1	0	1	0
1234656744	2012-04-11 22:33:55	1	0	1	0
1140991181	2012-04-11 22:34:04	1	0	1	0
1140947308	2012-04-11 22:34:07	1	0	1	0
1234545678	2012-04-11 22:34:15	1	0	1	0
1140501980	2012-04-11 22:34:19	1	0	1	0
1161530736	2012-04-11 22:34:23	1	0	1	0
1161855216	2012-04-11 22:34:30	1	0	1	0
1142377199	2012-04-11 22:34:38	1	0	1	0
1136290655	2012-04-11 22:34:46	1	0	1	0
1161878051	2012-04-11 22:34:50	1	0	1	0
2330066966	2012-04-11 22:35:00	1	0	1	0
1148636390	2012-04-11 22:35:04	1	0	1	0
1141493195	2012-04-11 22:35:12	1	0	1	0
2042178656	2012-04-11 22:35:30	1	0	1	0
1140694181	2012-04-11 22:35:33	1	0	1	0
1142582095	2012-04-11 22:35:35	1	0	1	0
1178993034	2012-04-11 22:35:51	1	0	1	0
